date.0,date.1,date.2,date.3,date.4,date.5,date.6,date.7,date.8
1951-07-04,04/07/1951,07/04/1951,"4th July, 1951","July 4th, 1951",1951/07/04,"July 4th, 1951",04-07-1951,04 Jul 1951
2065-01-18,18/01/2065,01/18/2065,"18th January, 2065","January 18th, 2065",2065/01/18,"January 18th, 2065",18-01-2065,18 Jan 2065
2089-08-18,18/08/2089,08/18/2089,"18th August, 2089","August 18th, 2089",2089/08/18,"August 18th, 2089",18-08-2089,18 Aug 2089
1913-07-17,17/07/1913,07/17/1913,"17th July, 1913","July 17th, 1913",1913/07/17,"July 17th, 1913",17-07-1913,17 Jul 1913
1903-06-25,25/06/1903,06/25/1903,"25th June, 1903","June 25th, 1903",1903/06/25,"June 25th, 1903",25-06-1903,25 Jun 1903
2076-01-20,20/01/2076,01/20/2076,"20th January, 2076","January 20th, 2076",2076/01/20,"January 20th, 2076",20-01-2076,20 Jan 2076
2009-05-22,22/05/2009,05/22/2009,"22nd May, 2009","May 22nd, 2009",2009/05/22,"May 22nd, 2009",22-05-2009,22 May 2009
2031-02-12,12/02/2031,02/12/2031,"12th February, 2031","February 12th, 2031",2031/02/12,"February 12th, 2031",12-02-2031,12 Feb 2031
2084-07-30,30/07/2084,07/30/2084,"30th July, 2084","July 30th, 2084",2084/07/30,"July 30th, 2084",30-07-2084,30 Jul 2084
1947-05-03,03/05/1947,05/03/1947,"3rd May, 1947","May 3rd, 1947",1947/05/03,"May 3rd, 1947",03-05-1947,03 May 1947
2039-06-18,18/06/2039,06/18/2039,"18th June, 2039","June 18th, 2039",2039/06/18,"June 18th, 2039",18-06-2039,18 Jun 2039
2038-11-23,23/11/2038,11/23/2038,"23rd November, 2038","November 23rd, 2038",2038/11/23,"November 23rd, 2038",23-11-2038,23 Nov 2038
1974-12-22,22/12/1974,12/22/1974,"22nd December, 1974","December 22nd, 1974",1974/12/22,"December 22nd, 1974",22-12-1974,22 Dec 1974
1996-05-30,30/05/1996,05/30/1996,"30th May, 1996","May 30th, 1996",1996/05/30,"May 30th, 1996",30-05-1996,30 May 1996
2045-07-17,17/07/2045,07/17/2045,"17th July, 2045","July 17th, 2045",2045/07/17,"July 17th, 2045",17-07-2045,17 Jul 2045
2026-07-01,01/07/2026,07/01/2026,"1st July, 2026","July 1st, 2026",2026/07/01,"July 1st, 2026",01-07-2026,01 Jul 2026
1979-07-22,22/07/1979,07/22/1979,"22nd July, 1979","July 22nd, 1979",1979/07/22,"July 22nd, 1979",22-07-1979,22 Jul 1979
2094-07-23,23/07/2094,07/23/2094,"23rd July, 2094","July 23rd, 2094",2094/07/23,"July 23rd, 2094",23-07-2094,23 Jul 2094
1908-01-09,09/01/1908,01/09/1908,"9th January, 1908","January 9th, 1908",1908/01/09,"January 9th, 1908",09-01-1908,09 Jan 1908
1938-09-06,06/09/1938,09/06/1938,"6th September, 1938","September 6th, 1938",1938/09/06,"September 6th, 1938",06-09-1938,06 Sep 1938
1983-11-03,03/11/1983,11/03/1983,"3rd November, 1983","November 3rd, 1983",1983/11/03,"November 3rd, 1983",03-11-1983,03 Nov 1983
2041-05-13,13/05/2041,05/13/2041,"13th May, 2041","May 13th, 2041",2041/05/13,"May 13th, 2041",13-05-2041,13 May 2041
1914-01-02,02/01/1914,01/02/1914,"2nd January, 1914","January 2nd, 1914",1914/01/02,"January 2nd, 1914",02-01-1914,02 Jan 1914
2050-11-27,27/11/2050,11/27/2050,"27th November, 2050","November 27th, 2050",2050/11/27,"November 27th, 2050",27-11-2050,27 Nov 2050
2040-07-31,31/07/2040,07/31/2040,"31st July, 2040","July 31st, 2040",2040/07/31,"July 31st, 2040",31-07-2040,31 Jul 2040
1902-03-08,08/03/1902,03/08/1902,"8th March, 1902","March 8th, 1902",1902/03/08,"March 8th, 1902",08-03-1902,08 Mar 1902
2053-11-25,25/11/2053,11/25/2053,"25th November, 2053","November 25th, 2053",2053/11/25,"November 25th, 2053",25-11-2053,25 Nov 2053
1961-12-25,25/12/1961,12/25/1961,"25th December, 1961","December 25th, 1961",1961/12/25,"December 25th, 1961",25-12-1961,25 Dec 1961
1912-12-14,14/12/1912,12/14/1912,"14th December, 1912","December 14th, 1912",1912/12/14,"December 14th, 1912",14-12-1912,14 Dec 1912
1928-01-07,07/01/1928,01/07/1928,"7th January, 1928","January 7th, 1928",1928/01/07,"January 7th, 1928",07-01-1928,07 Jan 1928
2077-11-17,17/11/2077,11/17/2077,"17th November, 2077","November 17th, 2077",2077/11/17,"November 17th, 2077",17-11-2077,17 Nov 2077
1901-07-29,29/07/1901,07/29/1901,"29th July, 1901","July 29th, 1901",1901/07/29,"July 29th, 1901",29-07-1901,29 Jul 1901
1940-10-10,10/10/1940,10/10/1940,"10th October, 1940","October 10th, 1940",1940/10/10,"October 10th, 1940",10-10-1940,10 Oct 1940
1912-10-17,17/10/1912,10/17/1912,"17th October, 1912","October 17th, 1912",1912/10/17,"October 17th, 1912",17-10-1912,17 Oct 1912
1982-06-28,28/06/1982,06/28/1982,"28th June, 1982","June 28th, 1982",1982/06/28,"June 28th, 1982",28-06-1982,28 Jun 1982
1935-07-28,28/07/1935,07/28/1935,"28th July, 1935","July 28th, 1935",1935/07/28,"July 28th, 1935",28-07-1935,28 Jul 1935
1933-08-17,17/08/1933,08/17/1933,"17th August, 1933","August 17th, 1933",1933/08/17,"August 17th, 1933",17-08-1933,17 Aug 1933
1967-04-06,06/04/1967,04/06/1967,"6th April, 1967","April 6th, 1967",1967/04/06,"April 6th, 1967",06-04-1967,06 Apr 1967
2064-11-08,08/11/2064,11/08/2064,"8th November, 2064","November 8th, 2064",2064/11/08,"November 8th, 2064",08-11-2064,08 Nov 2064
2017-02-02,02/02/2017,02/02/2017,"2nd February, 2017","February 2nd, 2017",2017/02/02,"February 2nd, 2017",02-02-2017,02 Feb 2017
1930-03-05,05/03/1930,03/05/1930,"5th March, 1930","March 5th, 1930",1930/03/05,"March 5th, 1930",05-03-1930,05 Mar 1930
2029-04-13,13/04/2029,04/13/2029,"13th April, 2029","April 13th, 2029",2029/04/13,"April 13th, 2029",13-04-2029,13 Apr 2029
2013-08-27,27/08/2013,08/27/2013,"27th August, 2013","August 27th, 2013",2013/08/27,"August 27th, 2013",27-08-2013,27 Aug 2013
1922-05-05,05/05/1922,05/05/1922,"5th May, 1922","May 5th, 1922",1922/05/05,"May 5th, 1922",05-05-1922,05 May 1922
1996-01-02,02/01/1996,01/02/1996,"2nd January, 1996","January 2nd, 1996",1996/01/02,"January 2nd, 1996",02-01-1996,02 Jan 1996
1988-12-21,21/12/1988,12/21/1988,"21st December, 1988","December 21st, 1988",1988/12/21,"December 21st, 1988",21-12-1988,21 Dec 1988
2073-04-27,27/04/2073,04/27/2073,"27th April, 2073","April 27th, 2073",2073/04/27,"April 27th, 2073",27-04-2073,27 Apr 2073
2087-08-17,17/08/2087,08/17/2087,"17th August, 2087","August 17th, 2087",2087/08/17,"August 17th, 2087",17-08-2087,17 Aug 2087
1988-06-11,11/06/1988,06/11/1988,"11th June, 1988","June 11th, 1988",1988/06/11,"June 11th, 1988",11-06-1988,11 Jun 1988
1977-05-06,06/05/1977,05/06/1977,"6th May, 1977","May 6th, 1977",1977/05/06,"May 6th, 1977",06-05-1977,06 May 1977
1986-06-30,30/06/1986,06/30/1986,"30th June, 1986","June 30th, 1986",1986/06/30,"June 30th, 1986",30-06-1986,30 Jun 1986
2060-08-13,13/08/2060,08/13/2060,"13th August, 2060","August 13th, 2060",2060/08/13,"August 13th, 2060",13-08-2060,13 Aug 2060
1969-06-24,24/06/1969,06/24/1969,"24th June, 1969","June 24th, 1969",1969/06/24,"June 24th, 1969",24-06-1969,24 Jun 1969
1993-04-24,24/04/1993,04/24/1993,"24th April, 1993","April 24th, 1993",1993/04/24,"April 24th, 1993",24-04-1993,24 Apr 1993
1993-10-13,13/10/1993,10/13/1993,"13th October, 1993","October 13th, 1993",1993/10/13,"October 13th, 1993",13-10-1993,13 Oct 1993
2080-03-21,21/03/2080,03/21/2080,"21st March, 2080","March 21st, 2080",2080/03/21,"March 21st, 2080",21-03-2080,21 Mar 2080
2051-07-26,26/07/2051,07/26/2051,"26th July, 2051","July 26th, 2051",2051/07/26,"July 26th, 2051",26-07-2051,26 Jul 2051
2080-04-24,24/04/2080,04/24/2080,"24th April, 2080","April 24th, 2080",2080/04/24,"April 24th, 2080",24-04-2080,24 Apr 2080
2053-08-19,19/08/2053,08/19/2053,"19th August, 2053","August 19th, 2053",2053/08/19,"August 19th, 2053",19-08-2053,19 Aug 2053
2011-06-27,27/06/2011,06/27/2011,"27th June, 2011","June 27th, 2011",2011/06/27,"June 27th, 2011",27-06-2011,27 Jun 2011
2069-05-29,29/05/2069,05/29/2069,"29th May, 2069","May 29th, 2069",2069/05/29,"May 29th, 2069",29-05-2069,29 May 2069
1905-06-01,01/06/1905,06/01/1905,"1st June, 1905","June 1st, 1905",1905/06/01,"June 1st, 1905",01-06-1905,01 Jun 1905
2018-06-07,07/06/2018,06/07/2018,"7th June, 2018","June 7th, 2018",2018/06/07,"June 7th, 2018",07-06-2018,07 Jun 2018
1976-03-31,31/03/1976,03/31/1976,"31st March, 1976","March 31st, 1976",1976/03/31,"March 31st, 1976",31-03-1976,31 Mar 1976
1922-12-18,18/12/1922,12/18/1922,"18th December, 1922","December 18th, 1922",1922/12/18,"December 18th, 1922",18-12-1922,18 Dec 1922
2026-01-14,14/01/2026,01/14/2026,"14th January, 2026","January 14th, 2026",2026/01/14,"January 14th, 2026",14-01-2026,14 Jan 2026
1901-04-09,09/04/1901,04/09/1901,"9th April, 1901","April 9th, 1901",1901/04/09,"April 9th, 1901",09-04-1901,09 Apr 1901
1941-03-24,24/03/1941,03/24/1941,"24th March, 1941","March 24th, 1941",1941/03/24,"March 24th, 1941",24-03-1941,24 Mar 1941
1947-02-03,03/02/1947,02/03/1947,"3rd February, 1947","February 3rd, 1947",1947/02/03,"February 3rd, 1947",03-02-1947,03 Feb 1947
2087-05-29,29/05/2087,05/29/2087,"29th May, 2087","May 29th, 2087",2087/05/29,"May 29th, 2087",29-05-2087,29 May 2087
1971-10-15,15/10/1971,10/15/1971,"15th October, 1971","October 15th, 1971",1971/10/15,"October 15th, 1971",15-10-1971,15 Oct 1971
1901-08-27,27/08/1901,08/27/1901,"27th August, 1901","August 27th, 1901",1901/08/27,"August 27th, 1901",27-08-1901,27 Aug 1901
2058-06-05,05/06/2058,06/05/2058,"5th June, 2058","June 5th, 2058",2058/06/05,"June 5th, 2058",05-06-2058,05 Jun 2058
1969-08-30,30/08/1969,08/30/1969,"30th August, 1969","August 30th, 1969",1969/08/30,"August 30th, 1969",30-08-1969,30 Aug 1969
1959-12-04,04/12/1959,12/04/1959,"4th December, 1959","December 4th, 1959",1959/12/04,"December 4th, 1959",04-12-1959,04 Dec 1959
2053-07-16,16/07/2053,07/16/2053,"16th July, 2053","July 16th, 2053",2053/07/16,"July 16th, 2053",16-07-2053,16 Jul 2053
1983-09-13,13/09/1983,09/13/1983,"13th September, 1983","September 13th, 1983",1983/09/13,"September 13th, 1983",13-09-1983,13 Sep 1983
2020-02-12,12/02/2020,02/12/2020,"12th February, 2020","February 12th, 2020",2020/02/12,"February 12th, 2020",12-02-2020,12 Feb 2020
1940-04-27,27/04/1940,04/27/1940,"27th April, 1940","April 27th, 1940",1940/04/27,"April 27th, 1940",27-04-1940,27 Apr 1940
2049-07-06,06/07/2049,07/06/2049,"6th July, 2049","July 6th, 2049",2049/07/06,"July 6th, 2049",06-07-2049,06 Jul 2049
2001-06-07,07/06/2001,06/07/2001,"7th June, 2001","June 7th, 2001",2001/06/07,"June 7th, 2001",07-06-2001,07 Jun 2001
2063-05-13,13/05/2063,05/13/2063,"13th May, 2063","May 13th, 2063",2063/05/13,"May 13th, 2063",13-05-2063,13 May 2063
1985-01-20,20/01/1985,01/20/1985,"20th January, 1985","January 20th, 1985",1985/01/20,"January 20th, 1985",20-01-1985,20 Jan 1985
2063-01-17,17/01/2063,01/17/2063,"17th January, 2063","January 17th, 2063",2063/01/17,"January 17th, 2063",17-01-2063,17 Jan 2063
1957-07-10,10/07/1957,07/10/1957,"10th July, 1957","July 10th, 1957",1957/07/10,"July 10th, 1957",10-07-1957,10 Jul 1957
2024-06-23,23/06/2024,06/23/2024,"23rd June, 2024","June 23rd, 2024",2024/06/23,"June 23rd, 2024",23-06-2024,23 Jun 2024
1961-08-28,28/08/1961,08/28/1961,"28th August, 1961","August 28th, 1961",1961/08/28,"August 28th, 1961",28-08-1961,28 Aug 1961
1963-01-13,13/01/1963,01/13/1963,"13th January, 1963","January 13th, 1963",1963/01/13,"January 13th, 1963",13-01-1963,13 Jan 1963
2044-04-28,28/04/2044,04/28/2044,"28th April, 2044","April 28th, 2044",2044/04/28,"April 28th, 2044",28-04-2044,28 Apr 2044
2001-07-03,03/07/2001,07/03/2001,"3rd July, 2001","July 3rd, 2001",2001/07/03,"July 3rd, 2001",03-07-2001,03 Jul 2001
2098-08-07,07/08/2098,08/07/2098,"7th August, 2098","August 7th, 2098",2098/08/07,"August 7th, 2098",07-08-2098,07 Aug 2098
2081-05-18,18/05/2081,05/18/2081,"18th May, 2081","May 18th, 2081",2081/05/18,"May 18th, 2081",18-05-2081,18 May 2081
1940-04-10,10/04/1940,04/10/1940,"10th April, 1940","April 10th, 1940",1940/04/10,"April 10th, 1940",10-04-1940,10 Apr 1940
2064-02-05,05/02/2064,02/05/2064,"5th February, 2064","February 5th, 2064",2064/02/05,"February 5th, 2064",05-02-2064,05 Feb 2064
1964-11-22,22/11/1964,11/22/1964,"22nd November, 1964","November 22nd, 1964",1964/11/22,"November 22nd, 1964",22-11-1964,22 Nov 1964
1967-12-23,23/12/1967,12/23/1967,"23rd December, 1967","December 23rd, 1967",1967/12/23,"December 23rd, 1967",23-12-1967,23 Dec 1967
2020-01-07,07/01/2020,01/07/2020,"7th January, 2020","January 7th, 2020",2020/01/07,"January 7th, 2020",07-01-2020,07 Jan 2020
2077-06-28,28/06/2077,06/28/2077,"28th June, 2077","June 28th, 2077",2077/06/28,"June 28th, 2077",28-06-2077,28 Jun 2077
1920-07-16,16/07/1920,07/16/1920,"16th July, 1920","July 16th, 1920",1920/07/16,"July 16th, 1920",16-07-1920,16 Jul 1920
2051-05-27,27/05/2051,05/27/2051,"27th May, 2051","May 27th, 2051",2051/05/27,"May 27th, 2051",27-05-2051,27 May 2051
1953-06-14,14/06/1953,06/14/1953,"14th June, 1953","June 14th, 1953",1953/06/14,"June 14th, 1953",14-06-1953,14 Jun 1953
2099-01-26,26/01/2099,01/26/2099,"26th January, 2099","January 26th, 2099",2099/01/26,"January 26th, 2099",26-01-2099,26 Jan 2099
2035-06-09,09/06/2035,06/09/2035,"9th June, 2035","June 9th, 2035",2035/06/09,"June 9th, 2035",09-06-2035,09 Jun 2035
2079-05-07,07/05/2079,05/07/2079,"7th May, 2079","May 7th, 2079",2079/05/07,"May 7th, 2079",07-05-2079,07 May 2079
1940-08-10,10/08/1940,08/10/1940,"10th August, 1940","August 10th, 1940",1940/08/10,"August 10th, 1940",10-08-1940,10 Aug 1940
2021-08-20,20/08/2021,08/20/2021,"20th August, 2021","August 20th, 2021",2021/08/20,"August 20th, 2021",20-08-2021,20 Aug 2021
2009-07-26,26/07/2009,07/26/2009,"26th July, 2009","July 26th, 2009",2009/07/26,"July 26th, 2009",26-07-2009,26 Jul 2009
2061-07-29,29/07/2061,07/29/2061,"29th July, 2061","July 29th, 2061",2061/07/29,"July 29th, 2061",29-07-2061,29 Jul 2061
1984-09-15,15/09/1984,09/15/1984,"15th September, 1984","September 15th, 1984",1984/09/15,"September 15th, 1984",15-09-1984,15 Sep 1984
2068-05-17,17/05/2068,05/17/2068,"17th May, 2068","May 17th, 2068",2068/05/17,"May 17th, 2068",17-05-2068,17 May 2068
1918-11-08,08/11/1918,11/08/1918,"8th November, 1918","November 8th, 1918",1918/11/08,"November 8th, 1918",08-11-1918,08 Nov 1918
2052-08-20,20/08/2052,08/20/2052,"20th August, 2052","August 20th, 2052",2052/08/20,"August 20th, 2052",20-08-2052,20 Aug 2052
1969-11-13,13/11/1969,11/13/1969,"13th November, 1969","November 13th, 1969",1969/11/13,"November 13th, 1969",13-11-1969,13 Nov 1969
1955-09-06,06/09/1955,09/06/1955,"6th September, 1955","September 6th, 1955",1955/09/06,"September 6th, 1955",06-09-1955,06 Sep 1955
2002-04-21,21/04/2002,04/21/2002,"21st April, 2002","April 21st, 2002",2002/04/21,"April 21st, 2002",21-04-2002,21 Apr 2002
2081-08-14,14/08/2081,08/14/2081,"14th August, 2081","August 14th, 2081",2081/08/14,"August 14th, 2081",14-08-2081,14 Aug 2081
1989-08-06,06/08/1989,08/06/1989,"6th August, 1989","August 6th, 1989",1989/08/06,"August 6th, 1989",06-08-1989,06 Aug 1989
2081-02-07,07/02/2081,02/07/2081,"7th February, 2081","February 7th, 2081",2081/02/07,"February 7th, 2081",07-02-2081,07 Feb 2081
2003-09-19,19/09/2003,09/19/2003,"19th September, 2003","September 19th, 2003",2003/09/19,"September 19th, 2003",19-09-2003,19 Sep 2003
2000-07-02,02/07/2000,07/02/2000,"2nd July, 2000","July 2nd, 2000",2000/07/02,"July 2nd, 2000",02-07-2000,02 Jul 2000
2075-09-28,28/09/2075,09/28/2075,"28th September, 2075","September 28th, 2075",2075/09/28,"September 28th, 2075",28-09-2075,28 Sep 2075
2055-07-18,18/07/2055,07/18/2055,"18th July, 2055","July 18th, 2055",2055/07/18,"July 18th, 2055",18-07-2055,18 Jul 2055
1993-11-18,18/11/1993,11/18/1993,"18th November, 1993","November 18th, 1993",1993/11/18,"November 18th, 1993",18-11-1993,18 Nov 1993
2006-05-29,29/05/2006,05/29/2006,"29th May, 2006","May 29th, 2006",2006/05/29,"May 29th, 2006",29-05-2006,29 May 2006
2039-03-24,24/03/2039,03/24/2039,"24th March, 2039","March 24th, 2039",2039/03/24,"March 24th, 2039",24-03-2039,24 Mar 2039
1959-06-01,01/06/1959,06/01/1959,"1st June, 1959","June 1st, 1959",1959/06/01,"June 1st, 1959",01-06-1959,01 Jun 1959
1959-05-05,05/05/1959,05/05/1959,"5th May, 1959","May 5th, 1959",1959/05/05,"May 5th, 1959",05-05-1959,05 May 1959
1935-06-26,26/06/1935,06/26/1935,"26th June, 1935","June 26th, 1935",1935/06/26,"June 26th, 1935",26-06-1935,26 Jun 1935
2093-03-21,21/03/2093,03/21/2093,"21st March, 2093","March 21st, 2093",2093/03/21,"March 21st, 2093",21-03-2093,21 Mar 2093
2091-12-22,22/12/2091,12/22/2091,"22nd December, 2091","December 22nd, 2091",2091/12/22,"December 22nd, 2091",22-12-2091,22 Dec 2091
2001-06-30,30/06/2001,06/30/2001,"30th June, 2001","June 30th, 2001",2001/06/30,"June 30th, 2001",30-06-2001,30 Jun 2001
1944-09-30,30/09/1944,09/30/1944,"30th September, 1944","September 30th, 1944",1944/09/30,"September 30th, 1944",30-09-1944,30 Sep 1944
2060-11-01,01/11/2060,11/01/2060,"1st November, 2060","November 1st, 2060",2060/11/01,"November 1st, 2060",01-11-2060,01 Nov 2060
2020-04-05,05/04/2020,04/05/2020,"5th April, 2020","April 5th, 2020",2020/04/05,"April 5th, 2020",05-04-2020,05 Apr 2020
2053-09-14,14/09/2053,09/14/2053,"14th September, 2053","September 14th, 2053",2053/09/14,"September 14th, 2053",14-09-2053,14 Sep 2053
2035-03-29,29/03/2035,03/29/2035,"29th March, 2035","March 29th, 2035",2035/03/29,"March 29th, 2035",29-03-2035,29 Mar 2035
2013-06-26,26/06/2013,06/26/2013,"26th June, 2013","June 26th, 2013",2013/06/26,"June 26th, 2013",26-06-2013,26 Jun 2013
2099-10-18,18/10/2099,10/18/2099,"18th October, 2099","October 18th, 2099",2099/10/18,"October 18th, 2099",18-10-2099,18 Oct 2099
1970-06-05,05/06/1970,06/05/1970,"5th June, 1970","June 5th, 1970",1970/06/05,"June 5th, 1970",05-06-1970,05 Jun 1970
1938-02-22,22/02/1938,02/22/1938,"22nd February, 1938","February 22nd, 1938",1938/02/22,"February 22nd, 1938",22-02-1938,22 Feb 1938
2092-04-04,04/04/2092,04/04/2092,"4th April, 2092","April 4th, 2092",2092/04/04,"April 4th, 2092",04-04-2092,04 Apr 2092
1964-04-18,18/04/1964,04/18/1964,"18th April, 1964","April 18th, 1964",1964/04/18,"April 18th, 1964",18-04-1964,18 Apr 1964
1913-01-28,28/01/1913,01/28/1913,"28th January, 1913","January 28th, 1913",1913/01/28,"January 28th, 1913",28-01-1913,28 Jan 1913
2030-04-19,19/04/2030,04/19/2030,"19th April, 2030","April 19th, 2030",2030/04/19,"April 19th, 2030",19-04-2030,19 Apr 2030
1934-01-03,03/01/1934,01/03/1934,"3rd January, 1934","January 3rd, 1934",1934/01/03,"January 3rd, 1934",03-01-1934,03 Jan 1934
2086-09-02,02/09/2086,09/02/2086,"2nd September, 2086","September 2nd, 2086",2086/09/02,"September 2nd, 2086",02-09-2086,02 Sep 2086
1947-01-04,04/01/1947,01/04/1947,"4th January, 1947","January 4th, 1947",1947/01/04,"January 4th, 1947",04-01-1947,04 Jan 1947
2034-10-05,05/10/2034,10/05/2034,"5th October, 2034","October 5th, 2034",2034/10/05,"October 5th, 2034",05-10-2034,05 Oct 2034
2009-07-30,30/07/2009,07/30/2009,"30th July, 2009","July 30th, 2009",2009/07/30,"July 30th, 2009",30-07-2009,30 Jul 2009
1995-03-24,24/03/1995,03/24/1995,"24th March, 1995","March 24th, 1995",1995/03/24,"March 24th, 1995",24-03-1995,24 Mar 1995
2048-05-03,03/05/2048,05/03/2048,"3rd May, 2048","May 3rd, 2048",2048/05/03,"May 3rd, 2048",03-05-2048,03 May 2048
1973-03-25,25/03/1973,03/25/1973,"25th March, 1973","March 25th, 1973",1973/03/25,"March 25th, 1973",25-03-1973,25 Mar 1973
2099-08-25,25/08/2099,08/25/2099,"25th August, 2099","August 25th, 2099",2099/08/25,"August 25th, 2099",25-08-2099,25 Aug 2099
2056-07-21,21/07/2056,07/21/2056,"21st July, 2056","July 21st, 2056",2056/07/21,"July 21st, 2056",21-07-2056,21 Jul 2056
2095-01-04,04/01/2095,01/04/2095,"4th January, 2095","January 4th, 2095",2095/01/04,"January 4th, 2095",04-01-2095,04 Jan 2095
1980-11-01,01/11/1980,11/01/1980,"1st November, 1980","November 1st, 1980",1980/11/01,"November 1st, 1980",01-11-1980,01 Nov 1980
2088-12-08,08/12/2088,12/08/2088,"8th December, 2088","December 8th, 2088",2088/12/08,"December 8th, 2088",08-12-2088,08 Dec 2088
2044-06-13,13/06/2044,06/13/2044,"13th June, 2044","June 13th, 2044",2044/06/13,"June 13th, 2044",13-06-2044,13 Jun 2044
2077-12-25,25/12/2077,12/25/2077,"25th December, 2077","December 25th, 2077",2077/12/25,"December 25th, 2077",25-12-2077,25 Dec 2077
2076-01-13,13/01/2076,01/13/2076,"13th January, 2076","January 13th, 2076",2076/01/13,"January 13th, 2076",13-01-2076,13 Jan 2076
1950-07-02,02/07/1950,07/02/1950,"2nd July, 1950","July 2nd, 1950",1950/07/02,"July 2nd, 1950",02-07-1950,02 Jul 1950
2035-12-02,02/12/2035,12/02/2035,"2nd December, 2035","December 2nd, 2035",2035/12/02,"December 2nd, 2035",02-12-2035,02 Dec 2035
1995-12-10,10/12/1995,12/10/1995,"10th December, 1995","December 10th, 1995",1995/12/10,"December 10th, 1995",10-12-1995,10 Dec 1995
1945-02-17,17/02/1945,02/17/1945,"17th February, 1945","February 17th, 1945",1945/02/17,"February 17th, 1945",17-02-1945,17 Feb 1945
2034-03-28,28/03/2034,03/28/2034,"28th March, 2034","March 28th, 2034",2034/03/28,"March 28th, 2034",28-03-2034,28 Mar 2034
